Keyword,Subjects,Location,Volume,KD,Current position,Position change,Previous URL,Current URL,top_3,top_10,everything_else,serp_position,dropped,increased,stable,position_shifts
free computer classes near me,Other,surrey,50,0,,Lost,https://www.superprof.ca/lessons/basic-computer-skills/surrey/,,1,0,0,Top 3,0,1,0,
sewing classes surrey,Other,surrey,50,0,,Lost,https://www.superprof.ca/lessons/sewing/surrey/,,1,0,0,Top 3,0,1,0,
zumba class near me,Other,canada,50,6,,Lost,https://www.superprof.ca/lessons/zumba/canada/,,1,0,0,Top 3,0,1,0,
bachata classes,Other,canada,50,11,,Lost,https://www.superprof.ca/lessons/bachata/canada/,,1,0,0,Top 3,0,1,0,
drawing class for kids,Other,langley-city,50,3,,Lost,https://www.superprof.ca/lessons/drawing/langley-city/,,1,0,0,Top 3,0,1,0,
math classes,category 1,port-moody,50,30,,Lost,https://www.superprof.ca/lessons/mathematics/port-moody/,,1,0,0,Top 3,0,1,0,
indian music classes near me,Other,montreal,50,1,,Lost,https://www.superprof.ca/lessons/indian-dance/montreal/,,1,0,0,Top 3,0,1,0,
baking classes scarborough,Other,toronto,50,12,,Lost,https://www.superprof.ca/lessons/indian-cooking/toronto/,,1,0,0,Top 3,0,1,0,
dance class toronto,Other,toronto,50,38,,Lost,https://www.superprof.ca/lessons/dance/toronto/,,1,0,0,Top 3,0,1,0,
adult art classes near me,Other,victoria,50,0,,Lost,https://www.superprof.ca/lessons/painting/victoria/,,1,0,0,Top 3,0,1,0,
excel classes,Other,canada,50,52,,Lost,https://www.superprof.ca/lessons/microsoft-excel/canada/,,1,0,0,Top 3,0,1,0,
french classes online free,category 2,online,50,57,,Lost,https://www.superprof.ca/lessons/french/online/,,1,0,0,Top 3,0,1,0,
nw calgary art classes,Other,calgary,50,3,,Lost,https://www.superprof.ca/lessons/drawing/calgary/children/,,1,0,0,Top 3,0,1,0,
bread making classes near me,Other,canada,50,3,,Lost,https://www.superprof.ca/lessons/baking/canada/,,1,0,0,Top 3,0,1,0,
makeup classes toronto,Other,canada,50,0,,Lost,https://www.superprof.ca/lessons/make-up/canada/,,1,0,0,Top 3,0,1,0,
cooking class victoria,Other,canada,50,7,,Lost,https://www.superprof.ca/lessons/indian-cooking/canada/,,1,0,0,Top 3,0,1,0,
esl english classes,Other,markham,50,15,,Lost,https://www.superprof.ca/lessons/esl/markham/,,1,0,0,Top 3,0,1,0,
classes montreal,Other,montreal,50,0,,Lost,https://www.superprof.ca/lessons/cooking/montreal/,,1,0,0,Top 3,0,1,0,
fitness classes winnipeg,Other,winnipeg,50,6,,Lost,https://www.superprof.ca/lessons/sports-coach/winnipeg/,,1,0,0,Top 3,0,1,0,
computer class,Other,toronto,50,12,,Lost,https://www.superprof.ca/lessons/basic-computer-skills/toronto/,,1,0,0,Top 3,0,1,0,
french classes for adults,category 2,laval,50,4,,Lost,https://www.superprof.ca/lessons/french/laval/adult-education/2/,,1,0,0,Top 3,0,1,0,
free french classes online,category 2,online,50,62,,Lost,https://www.superprof.ca/lessons/french/online/,,1,0,0,Top 3,0,1,0,
tennis lessons windsor,Other,canada,40,0,99,New,,https://www.superprof.ca/lessons/table-tennis/canada/,0,0,1,Everything else,0,1,0,
online esl classes for adults,Other,online,40,8,96,-34,https://www.superprof.ca/lessons/esl/online/,https://www.superprof.ca/lessons/esl/online/,0,0,1,Everything else,1,0,0,decreased
tutoring for kids,Other,calgary,40,53,92,New,,https://www.superprof.ca/lessons/homework-help/calgary/,0,0,1,Everything else,0,1,0,
archery lessons,Other,canada,40,7,92,New,,https://www.superprof.ca/lessons/archery/canada/,0,0,1,Everything else,0,1,0,
boxing classes for kids near me,Other,montreal,40,12,92,New,,https://www.superprof.ca/lessons/boxing/montreal/,0,0,1,Everything else,0,1,0,
spanish lessons for beginners,category 9,canada,40,48,91,New,,https://www.superprof.ca/lessons/spanish/canada/,0,0,1,Everything else,0,1,0,
yoga class toronto,category 8,toronto,40,47,91,-29,https://www.superprof.ca/lessons/yoga/toronto/,https://www.superprof.ca/lessons/yoga/toronto/,0,0,1,Everything else,1,0,0,decreased
couples dance classes near me,Other,canada,40,14,87,New,,https://www.superprof.ca/lessons/ballroom-dance/canada/,0,0,1,Everything else,0,1,0,
free dance classes toronto,Other,toronto,40,0,83,New,,https://www.superprof.ca/lessons/latin-ballroom-dance/toronto/,0,0,1,Everything else,0,1,0,
english tutor online jobs,category 3,victoria,40,38,82,-42,https://www.superprof.ca/lessons/esl/canada/,https://www.superprof.ca/lessons/academic-english/victoria/,0,0,1,Everything else,1,0,0,decreased
teachers college near me,Other,canada,40,12,82,New,,https://www.superprof.ca/lessons/statistics/canada/,0,0,1,Everything else,0,1,0,
esl classes vancouver,category 3,vancouver,40,4,81,-24,https://www.superprof.ca/lessons/esl/vancouver/,https://www.superprof.ca/lessons/academic-english/vancouver/,0,0,1,Everything else,1,0,0,decreased
sign language classes,Other,toronto,40,2,81,-7,https://www.superprof.ca/lessons/american-sign-language/ottawa/,https://www.superprof.ca/lessons/american-sign-language/toronto/,0,0,1,Everything else,1,0,0,decreased
english classes toronto free,Other,toronto,40,10,80,New,,https://www.superprof.ca/lessons/esl/toronto/,0,0,1,Everything else,0,1,0,
mandarin classes,Other,online,40,5,79,-76,https://www.superprof.ca/lessons/mandarin/ottawa/,https://www.superprof.ca/lessons/chinese/online/,0,0,1,Everything else,1,0,0,decreased
fitness classes brampton,Other,brampton,40,0,78,-33,https://www.superprof.ca/lessons/sports-coach/brampton/,https://www.superprof.ca/lessons/sports-coach/brampton/,0,0,1,Everything else,1,0,0,decreased
dance classes calgary,Other,calgary,40,27,78,,https://www.superprof.ca/lessons/dance/calgary/,https://www.superprof.ca/lessons/dance/calgary/,0,0,1,Everything else,0,0,1,stable
adult private swimming lessons,category 5,canada,40,0,77,-53,https://www.superprof.ca/lessons/swimming/canada/,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,1,0,0,decreased
speaking classes,Other,canada,40,46,77,-9,https://www.superprof.ca/lessons/public-speaking/calgary/,https://www.superprof.ca/lessons/public-speaking/canada/beginner/,0,0,1,Everything else,1,0,0,decreased
knitting classes calgary,Other,canada,40,0,77,New,,https://www.superprof.ca/lessons/knitting/canada/,0,0,1,Everything else,0,1,0,
online math classes for kids,category 1,canada,40,38,75,New,,https://www.superprof.ca/lessons/mathematics/canada/,0,0,1,Everything else,0,1,0,
voice acting lessons,Other,canada,40,1,74,New,,https://www.superprof.ca/lessons/acting/canada/,0,0,1,Everything else,0,1,0,
cooking classes nanaimo,Other,vancouver,40,0,74,-66,https://www.superprof.ca/lessons/cooking/nanaimo/,https://www.superprof.ca/lessons/cooking/vancouver/,0,0,1,Everything else,1,0,0,decreased
private skating lessons edmonton,Other,canada,40,4,71,-20,https://www.superprof.ca/lessons/rollerskating/canada/,https://www.superprof.ca/lessons/rollerskating/canada/,0,0,1,Everything else,1,0,0,decreased
online drawing classes for kids,Other,online,40,12,71,-24,https://www.superprof.ca/lessons/drawing/online/,https://www.superprof.ca/lessons/drawing/online/,0,0,1,Everything else,1,0,0,decreased
adult french classes near me,category 2,vancouver,40,3,71,-50,https://www.superprof.ca/lessons/french/montreal/,https://www.superprof.ca/lessons/french/vancouver/adult-education/3/,0,0,1,Everything else,1,0,0,decreased
physics class,Other,canada,40,32,69,New,,https://www.superprof.ca/lessons/physics/canada/,0,0,1,Everything else,0,1,0,
tutoring jobs surrey,Other,surrey,40,0,68,-31,https://www.superprof.ca/lessons/all-tutors/surrey/,https://www.superprof.ca/lessons/physics/surrey/,0,0,1,Everything else,1,0,0,decreased
tennis lessons for kids near me,Other,toronto,40,0,68,-44,https://www.superprof.ca/lessons/tennis/canada/,https://www.superprof.ca/lessons/tennis/toronto/,0,0,1,Everything else,1,0,0,decreased
korean class,Other,canada,40,1,67,New,,https://www.superprof.ca/lessons/korean/canada/,0,0,1,Everything else,0,1,0,
typing lessons for free,Other,canada,40,85,66,7,https://www.superprof.ca/lessons/typing/canada/,https://www.superprof.ca/lessons/typing/canada/,0,0,1,Everything else,0,1,0,increased
kids tennis lessons near me,Other,toronto,40,1,65,-30,https://www.superprof.ca/lessons/tennis/toronto/,https://www.superprof.ca/lessons/tennis/toronto/,0,0,1,Everything else,1,0,0,decreased
snowboarding lessons calgary,Other,canada,40,1,65,New,,https://www.superprof.ca/lessons/snowboard/canada/,0,0,1,Everything else,0,1,0,
cooking classes whitby,Other,canada,40,1,65,New,,https://www.superprof.ca/lessons/cooking/canada/beginner/2/,0,0,1,Everything else,0,1,0,
cake class toronto,Other,toronto,40,2,65,-46,https://www.superprof.ca/lessons/cake-decoration/toronto/,https://www.superprof.ca/lessons/cake-decoration/toronto/,0,0,1,Everything else,1,0,0,decreased
tutor ai en français,category 4,rivi,40,0,64,New,,https://www.superprof.ca/lessons/all-tutors/rivi/,0,0,1,Everything else,0,1,0,
ski lessons mont tremblant,category 4,mont-tremblant,40,1,64,New,,https://www.superprof.ca/lessons/all-tutors/mont-tremblant/mba/,0,0,1,Everything else,0,1,0,
private ski lessons,Other,canada,40,1,63,37,https://www.superprof.ca/lessons/skiing/canada/,https://www.superprof.ca/lessons/skiing/canada/,0,0,1,Everything else,0,1,0,increased
cake making classes toronto,Other,toronto,40,2,62,New,,https://www.superprof.ca/lessons/cake-decoration/toronto/,0,0,1,Everything else,0,1,0,
scuba diving classes,Other,canada,40,30,61,39,https://www.superprof.ca/lessons/scuba-diving/canada/,https://www.superprof.ca/lessons/scuba-diving/canada/,0,0,1,Everything else,0,1,0,increased
pottery classes moncton,Other,moncton,40,0,60,New,,https://www.superprof.ca/lessons/drawing/moncton/,0,0,1,Everything else,0,1,0,
adult singing lessons,category 6,montreal,40,3,59,-26,https://www.superprof.ca/lessons/singing/lethbridge/,https://www.superprof.ca/lessons/singing/montreal/,0,0,1,Everything else,1,0,0,decreased
music lessons online,Other,online,40,69,59,New,,https://www.superprof.ca/lessons/computer-aided-music/online/,0,0,1,Everything else,0,1,0,
online korean classes,Other,canada,40,12,58,New,,https://www.superprof.ca/lessons/korean/canada/,0,0,1,Everything else,0,1,0,
drum lessons for kids,Other,canada,40,1,56,New,,https://www.superprof.ca/lessons/bongo/canada/children/,0,0,1,Everything else,0,1,0,
self defense class,Other,toronto,40,0,56,-5,https://www.superprof.ca/lessons/self-defense/toronto/,https://www.superprof.ca/lessons/self-defense/toronto/,0,0,1,Everything else,1,0,0,decreased
sign language classes ottawa,Other,canada,40,3,56,-49,https://www.superprof.ca/lessons/american-sign-language/ottawa/,https://www.superprof.ca/lessons/american-sign-language/canada/,0,0,1,Everything else,1,0,0,decreased
tutoring jobs halifax,Other,halifax,40,0,55,-39,https://www.superprof.ca/lessons/all-tutors/halifax/,https://www.superprof.ca/lessons/python/halifax/beginner/,0,0,1,Everything else,1,0,0,decreased
toronto adult swimming lessons,category 5,toronto,40,0,55,New,,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,
meditation classes calgary,Other,calgary,40,0,55,-12,https://www.superprof.ca/lessons/meditation/calgary/,https://www.superprof.ca/lessons/meditation/calgary/,0,0,1,Everything else,1,0,0,decreased
asl classes ottawa,Other,canada,40,4,55,-48,https://www.superprof.ca/lessons/american-sign-language/ottawa/,https://www.superprof.ca/lessons/american-sign-language/canada/,0,0,1,Everything else,1,0,0,decreased
mixology classes,Other,online,40,2,53,-12,https://www.superprof.ca/lessons/mixology/canada/,https://www.superprof.ca/lessons/mixology/online/,0,0,1,Everything else,1,0,0,decreased
scholars tutoring cost,category 4,west-vancouver,40,0,52,New,,https://www.superprof.ca/lessons/all-tutors/west-vancouver/,0,0,1,Everything else,0,1,0,
swim classes toronto,category 5,toronto,40,19,52,New,,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,
how to tutor online,Other,online,40,22,51,New,,https://www.superprof.ca/lessons/academic-tutoring/online/,0,0,1,Everything else,0,1,0,
scuba lessons,Other,canada,40,36,51,New,,https://www.superprof.ca/lessons/scuba-diving/canada/,0,0,1,Everything else,0,1,0,
english classes mississauga,category 3,mississauga,40,1,51,-19,https://www.superprof.ca/lessons/academic-english/mississauga/,https://www.superprof.ca/lessons/academic-english/mississauga/,0,0,1,Everything else,1,0,0,decreased
karate classes for kids,Other,toronto,40,1,51,New,,https://www.superprof.ca/lessons/karate/toronto/,0,0,1,Everything else,0,1,0,
french classes vancouver free,category 2,north-vancouver,40,8,51,New,,https://www.superprof.ca/lessons/french/north-vancouver/,0,0,1,Everything else,0,1,0,
cooking classes scarborough,Other,toronto,40,3,50,New,,https://www.superprof.ca/lessons/indian-cooking/toronto/,0,0,1,Everything else,0,1,0,
voice acting classes vancouver,Other,vancouver,40,0,49,-4,https://www.superprof.ca/lessons/acting/vancouver/,https://www.superprof.ca/lessons/acting/vancouver/,0,0,1,Everything else,1,0,0,decreased
barista classes,Other,canada,40,2,49,New,,https://www.superprof.ca/lessons/barista/canada/,0,0,1,Everything else,0,1,0,
prenatal fitness classes near me,Other,canada,40,11,47,-41,https://www.superprof.ca/lessons/prenatal-yoga/canada/,https://www.superprof.ca/lessons/prenatal-yoga/canada/,0,0,1,Everything else,1,0,0,decreased
cooking classes in toronto,Other,toronto,40,10,46,New,,https://www.superprof.ca/lessons/cooking/toronto/,0,0,1,Everything else,0,1,0,
in person french classes near me,category 2,surrey,40,11,46,-39,https://www.superprof.ca/lessons/french/calgary/,https://www.superprof.ca/lessons/french/surrey/,0,0,1,Everything else,1,0,0,decreased
yoga classes victoria,category 8,victoria,40,22,45,-2,https://www.superprof.ca/lessons/yoga/victoria/,https://www.superprof.ca/lessons/yoga/victoria/,0,0,1,Everything else,1,0,0,decreased
wrestling classes near me,Other,canada,40,0,45,New,,https://www.superprof.ca/lessons/wrestling/canada/,0,0,1,Everything else,0,1,0,
city of calgary art classes,Other,calgary,40,0,45,25,https://www.superprof.ca/lessons/fine-arts/calgary/,https://www.superprof.ca/lessons/drawing/calgary/,0,0,1,Everything else,0,1,0,increased
best guitar lessons,category 7,canada,40,68,44,-7,https://www.superprof.ca/lessons/guitar/canada/,https://www.superprof.ca/lessons/guitar/canada/,0,0,1,Everything else,1,0,0,decreased
type lessons,Other,canada,40,90,44,New,,https://www.superprof.ca/lessons/typing/canada/,0,0,1,Everything else,0,1,0,
urdu classes,Other,canada,40,5,44,-25,https://www.superprof.ca/lessons/urdu/canada/,https://www.superprof.ca/lessons/urdu/canada/children/2/,0,0,1,Everything else,1,0,0,decreased
archery lessons near me,Other,canada,40,6,43,-16,https://www.superprof.ca/lessons/archery/canada/,https://www.superprof.ca/lessons/archery/canada/,0,0,1,Everything else,1,0,0,decreased
italian lessons online,Other,online,40,45,43,12,https://www.superprof.ca/lessons/italian/canada/,https://www.superprof.ca/lessons/italian/online/,0,0,1,Everything else,0,1,0,increased
free english classes in winnipeg,Other,winnipeg,40,0,43,New,,https://www.superprof.ca/lessons/oral-expression-english/winnipeg/,0,0,1,Everything else,0,1,0,
drama classes near me,Other,brampton,40,5,43,New,,https://www.superprof.ca/lessons/acting/brampton/,0,0,1,Everything else,0,1,0,
school tutor,category 4,montreal,40,63,42,-39,https://www.superprof.ca/lessons/all-tutors/surrey/,https://www.superprof.ca/lessons/all-tutors/montreal/,0,0,1,Everything else,1,0,0,decreased
free online tutoring ontario,category 4,province-ontario,40,0,42,New,,https://www.superprof.ca/lessons/all-tutors/province-ontario/,0,0,1,Everything else,0,1,0,
music lessons oakville,category 10,oakville,40,26,42,-15,https://www.superprof.ca/lessons/piano/oakville/,https://www.superprof.ca/lessons/piano/oakville/,0,0,1,Everything else,1,0,0,decreased
piano lessons orleans,category 10,ottawa,40,4,42,-23,https://www.superprof.ca/lessons/piano/ottawa/,https://www.superprof.ca/lessons/piano/ottawa/,0,0,1,Everything else,1,0,0,decreased
vancouver cooking class,Other,vancouver,40,9,42,New,,https://www.superprof.ca/lessons/cooking/vancouver/,0,0,1,Everything else,0,1,0,
tutor cover letter,Other,canada,40,0,41,New,,https://www.superprof.ca/lessons/resume-cover-letter-writing-prep/canada/,0,0,1,Everything else,0,1,0,
guitar lessons for kids,category 7,canada,40,1,41,18,https://www.superprof.ca/lessons/guitar/ottawa/children/,https://www.superprof.ca/lessons/guitar/canada/children/,0,0,1,Everything else,0,1,0,increased
kids cooking classes ottawa,Other,ottawa,40,3,41,New,,https://www.superprof.ca/lessons/cooking/ottawa/,0,0,1,Everything else,0,1,0,
calgary art classes,Other,calgary,40,2,41,-12,https://www.superprof.ca/lessons/fine-arts/calgary/,https://www.superprof.ca/lessons/drawing/calgary/,0,0,1,Everything else,1,0,0,decreased
black tutors,Other,canada,40,0,40,New,,https://www.superprof.ca/lessons/black-jack/canada/,0,0,1,Everything else,0,1,0,
esl teachers,Other,canada,40,12,40,-1,https://www.superprof.ca/lessons/esl/canada/,https://www.superprof.ca/lessons/esl/canada/,0,0,1,Everything else,1,0,0,decreased
private swimming lessons burlington,category 5,canada,40,4,40,New,,https://www.superprof.ca/lessons/swimming/canada/,0,0,1,Everything else,0,1,0,
beginner yoga classes,category 8,canada,40,37,40,New,,https://www.superprof.ca/lessons/yoga/canada/beginner/,0,0,1,Everything else,0,1,0,
meditation class near me,Other,vancouver,40,0,40,New,,https://www.superprof.ca/lessons/meditation/vancouver/,0,0,1,Everything else,0,1,0,
teacher resume ontario,Other,province-ontario,40,0,39,New,,https://www.superprof.ca/lessons/resume-cover-letter-writing-prep/province-ontario/,0,0,1,Everything else,0,1,0,
swimming lessons for adults toronto,category 5,toronto,40,0,39,New,,https://www.superprof.ca/lessons/swimming/toronto/,0,0,1,Everything else,0,1,0,
ballet teacher,Other,canada,40,0,38,-12,https://www.superprof.ca/lessons/ballet/toronto/,https://www.superprof.ca/lessons/ballet/canada/,0,0,1,Everything else,1,0,0,decreased
music lessons hamilton,Other,hamilton,40,7,38,-21,https://www.superprof.ca/lessons/piano/hamilton/,https://www.superprof.ca/lessons/music-education/hamilton/,0,0,1,Everything else,1,0,0,decreased
